air_date,season,episode_overall,episode_in_season,song,original_artist,genre,original_release_year,years_since_release,performed_by,is_cameo,duet_with,version_covered,rerun,video_id,video_url,video_source,video_title,video_views,video_seconds
2020-11-06,2,215,35,She Works Hard for the Money,Donna Summer,Rock,1983,37,Kelly Clarkson,no,,,no,lfSmi0zX_gQ,https://www.youtube.com/watch?v=lfSmi0zX_gQ,KC Videos archive,Kellyoke | She Works Hard for the Money (Donna Summer),34000,98
2020-11-09,2,216,36,Dream On,Aerosmith,Rock,1973,47,Kelly Clarkson,no,,,no,5duPb8pVmtI,https://www.youtube.com/watch?v=5duPb8pVmtI,KC Videos archive,Kellyoke | Dream On (Aerosmith),1200000,97
2020-11-10,2,217,37,Maybe It Was Memphis,Pam Tillis,Country,1991,29,Kelly Clarkson,no,,,no,5EYSNpI7pcE,https://www.youtube.com/watch?v=5EYSNpI7pcE,KC Videos archive,Kellyoke | Maybe It Was Memphis (Pam Tillis),47000,95
2020-11-11,2,218,38,America the Beautiful,,,,,Kelly Clarkson,no,,,no,GX11KKs_OHs,https://www.youtube.com/watch?v=GX11KKs_OHs,KC Videos archive,Kellyoke | America the Beautiful,8200,116
2020-11-12,2,219,39,Cain,EXES,,,,Kelly Clarkson,no,,,no,JPn8sFjTPuk,https://www.youtube.com/watch?v=JPn8sFjTPuk,KC Videos archive,Kellyoke | Cain (EXES),17000,104
2020-11-13,2,220,40,It Matters to Me,Faith Hill,Country,1995,25,Kelly Clarkson,no,,,no,r3aXksUOOAQ,https://www.youtube.com/watch?v=r3aXksUOOAQ,KC Videos archive,Kellyoke | It Matters to Me (Faith Hill),42000,82
2020-11-16,2,221,41,Fast as You,Dwight Yoakam,Country,1993,27,Kelly Clarkson,no,,,no,7ETsiOiNbg4,https://www.youtube.com/watch?v=7ETsiOiNbg4,KC Videos archive,Kellyoke | Fast As You (Dwight Yoakam),14000,103
2020-11-17,2,222,42,All This Love,JP Cooper,R&B / Soul,,,Kelly Clarkson,no,,,no,CFuUqkAD4fg,https://www.youtube.com/watch?v=CFuUqkAD4fg,KC Videos archive,Kellyoke | All This Love (JP Cooper),22000,101
2020-11-18,2,223,43,Will You Still Love Me Tomorrow,Amy Winehouse,R&B / Soul,1960,60,Kelly Clarkson,no,,,no,kH14x2xVQSU,https://www.youtube.com/watch?v=kH14x2xVQSU,KC Videos archive,Kellyoke | Will You Still Love Me Tomorrow (Amy Winehouse version),27000,111
2020-11-19,2,224,44,A Little Respect,Erasure,Pop,1988,32,Kelly Clarkson,no,,,no,96uFBpXh9fg,https://www.youtube.com/watch?v=96uFBpXh9fg,KC Videos archive,Kellyoke | A Little Respect (Erasure),74000,99
2020-11-20,2,225,45,Somewhere Only We Know,Keane,Rock,2004,16,Kelly Clarkson,no,,,no,Jw4xAEW-1i4,https://www.youtube.com/watch?v=Jw4xAEW-1i4,KC Videos archive,Kellyoke | Somewhere Only We Know (Keane),329000,108
2020-11-23,2,226,46,Let Me Down Easy,Billy Currington,Country,2010,10,Kelly Clarkson,no,,,no,bRQf-TNJYyw,https://www.youtube.com/watch?v=bRQf-TNJYyw,KC Videos archive,Kellyoke | Let Me Down Easy (Billy Currington),28000,101
2020-11-24,2,227,47,Love Me Like a Man,Bonnie Raitt,Rock,,,Kelly Clarkson,no,,,no,L0Ljg1npsYQ,https://www.youtube.com/watch?v=L0Ljg1npsYQ,KC Videos archive,Kellyoke | Love Me Like A Man (Bonnie Raitt),15000,112
2020-11-25,2,228,48,Need You Now,Lady A,Country,2009,11,Kelly Clarkson,no,,,no,8jHV6pMU-Kg,https://www.youtube.com/watch?v=8jHV6pMU-Kg,KC Videos archive,Kellyoke | Need You Now (Lady A),507000,119
2020-11-30,2,229,49,Sorry,Justin Bieber,Reggae,2015,5,Kelly Clarkson,no,,,no,lYMtwfGVFyk,https://www.youtube.com/watch?v=lYMtwfGVFyk,KC Videos archive,Kellyoke | Sorry (Justin Bieber),31000,106
2020-12-01,2,230,50,Blue Bayou,Linda Ronstadt,Country,1963,57,Kelly Clarkson,no,,,no,z8301IOPh2I,https://www.youtube.com/watch?v=z8301IOPh2I,KC Videos archive,Kellyoke | Blue Bayou (Linda Ronstadt),39000,113
2020-12-02,2,231,51,A Fool in Love,Tina Turner,R&B / Soul,1960,60,Kelly Clarkson,no,,,no,JNQha9JNZMg,https://www.youtube.com/watch?v=JNQha9JNZMg,KC Videos archive,Kellyoke |  A Fool In Love (Tina Turner),88000,102
2020-12-03,2,232,52,No Tears Left to Cry,Ariana Grande,Pop,2018,2,Kelly Clarkson,no,,,no,dv_SjUY4odI,https://www.youtube.com/watch?v=dv_SjUY4odI,KC Videos archive,Kellyoke | No Tears Left To Cry (Ariana Grande),156000,103
2020-12-04,2,233,53,Addicted to Love,Robert Palmer,Rock,1986,34,Kelly Clarkson,no,,,no,CsPveiOFVxI,https://www.youtube.com/watch?v=CsPveiOFVxI,KC Videos archive,Kellyoke | Addicted to Love (Robert Palmer),23000,97
2020-12-07,2,234,54,Everything You Want,Vertical Horizon,Rock,1999,21,Kelly Clarkson,no,,,no,75tPXdX_VBM,https://www.youtube.com/watch?v=75tPXdX_VBM,KC Videos archive,Kellyoke | Everything You Want (Vertical Horizon),24000,107
2020-12-08,2,235,55,One of Us,Joan Osborne,Rock,1995,25,Kelly Clarkson,no,,,no,dVCALO_yoRc,https://www.youtube.com/watch?v=dVCALO_yoRc,KC Videos archive,Kellyoke | One of Us (Joan Osborne),21000,107
2020-12-09,2,236,56,It Must Have Been Love,Roxette,Rock,1987,33,Kelly Clarkson,no,,,no,Mwz6PGf_kYo,https://www.youtube.com/watch?v=Mwz6PGf_kYo,KC Videos archive,Kellyoke | It Must Have Been Love (Roxette),842000,113
2020-12-10,2,237,57,You Make It Easy,Jason Aldean,Country,2018,2,Kelly Clarkson,no,,,no,Q4O75Weiuzk,https://www.youtube.com/watch?v=Q4O75Weiuzk,KC Videos archive,Kellyoke | You Make It Easy (Jason Aldean),38000,102
2020-12-11,2,238,58,Have Yourself a Merry Little Christmas,,Christmas,1995,25,Kelly Clarkson,no,,,no,o3fF1emWyCo,https://www.youtube.com/watch?v=o3fF1emWyCo,KC Videos archive,Kellyoke | Have Yourself A Merry Little Christmas (Judy Garland),6100,116
2020-12-14,2,239,59,Underneath the Tree,Kelly Clarkson,Pop,2013,7,Kelly Clarkson,no,,,no,D3ksyMgeyDM,https://www.youtube.com/watch?v=D3ksyMgeyDM,KC Videos archive,Kellyoke | Underneath the Tree (Kelly Clarkson),15000,107
2020-12-15,2,240,60,All I Want for Christmas Is You,Vince Vance & the Valiants,Country,1989,31,Kelly Clarkson,no,,,no,iEEhTYXkKDA,https://www.youtube.com/watch?v=iEEhTYXkKDA,KC Videos archive,Kellyoke | All I Want For Christmas Is You (Vince Vance & the Valiants),24000,131
2020-12-16,2,241,61,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,Pop,2020,0,Kelly Clarkson,no,,,no,aEgIexY_7_o,https://www.youtube.com/watch?v=aEgIexY_7_o,KC Videos archive,Kellyoke | Under the Mistletoe (with Brett Eldredge) (Kelly Clarkson),32000,143
2020-12-17,2,242,62,Hard Candy Christmas,Dolly Parton,Country,1982,38,Kelly Clarkson,no,,,no,IhfKxKzLWBg,https://www.youtube.com/watch?v=IhfKxKzLWBg,KC Videos archive,Kellyoke | Hard Candy Christmas (Dolly Parton),68000,103
2020-12-18,2,243,63,It's Beginning to Look a Lot Like Christmas,Bing Crosby,Christmas,2012,8,Kelly Clarkson,no,,,no,hKDj5iNBtTc,https://www.youtube.com/watch?v=hKDj5iNBtTc,KC Videos archive,Kellyoke | It's Beginning To Look A Lot Like Christmas,13000,86
2020-12-21,2,244,64,Princess of China,Coldplay and Rihanna,Rock,2012,8,Kelly Clarkson,no,,,no,rTwNwF-JR1k,https://www.youtube.com/watch?v=rTwNwF-JR1k,KC Videos archive,Kellyoke | Princess of China (Coldplay),43000,105
2021-01-04,2,245,65,Hard to Say I'm Sorry,Chicago,Rock,1982,39,Kelly Clarkson,no,,,no,BYZ_kAK5jDk,https://www.youtube.com/watch?v=BYZ_kAK5jDk,KC Videos archive,Kellyoke |  Hard To Say I'm Sorry (Chicago),70000,114
2021-01-05,2,246,66,Borderline,Madonna,Pop,1984,37,Kelly Clarkson,no,,,no,wIEi3uYiwAw,https://www.youtube.com/watch?v=wIEi3uYiwAw,KC Videos archive,Kellyoke | Borderline (Madonna),14000,103
2021-01-06,2,247,67,Rare,Selena Gomez,Pop,2020,1,Kelly Clarkson,no,,,no,zRO97nFDAkI,https://www.youtube.com/watch?v=zRO97nFDAkI,KC Videos archive,Kellyoke | Rare (Selena Gomez),6500,107
2021-01-07,2,248,68,"Hold On, We're Going Home",Drake featuring Majid Jordan,R&B / Soul,2013,8,Kelly Clarkson,no,,,no,7uemD4KEVxs,https://www.youtube.com/watch?v=7uemD4KEVxs,KC Videos archive,"Kellyoke | Hold On, We're Going Home (Drake)",27000,96
2021-01-08,2,249,69,Rainbow,Kacey Musgraves,Country,2019,2,Kelly Clarkson,no,,,no,UmScpxlibIU,https://www.youtube.com/watch?v=UmScpxlibIU,KC Videos archive,Kellyoke | Rainbow (Kacey Musgraves),11000,99
2021-01-11,2,250,70,Another Sad Love Song,Toni Braxton,R&B / Soul,1993,28,Kelly Clarkson,no,,,no,vpTjOozpRJM,https://www.youtube.com/watch?v=vpTjOozpRJM,KC Videos archive,Kellyoke | Another Sad Love Song (Toni Braxton),47000,95
2021-01-12,2,251,71,Lost on You,LP,,2015,6,Kelly Clarkson,no,,,no,R34ZROkYulQ,https://www.youtube.com/watch?v=R34ZROkYulQ,KC Videos archive,Kellyoke | Lost on You (LP),12000,103
2021-01-13,2,252,72,Dreams,Fleetwood Mac,Rock,2015,6,Kelly Clarkson,no,,,no,njvNVeNv9Yw,https://www.youtube.com/watch?v=njvNVeNv9Yw,KC Videos archive,Kellyoke | Dreams (Fleetwood Mac),88000,108
2021-01-14,2,253,73,Sin Wagon,The Chicks,Country,1999,22,Kelly Clarkson,no,,,no,rNwhHagsuHs,https://www.youtube.com/watch?v=rNwhHagsuHs,KC Videos archive,Kellyoke | Sin Wagon (The Chicks),17000,85
2021-01-15,2,254,74,You Get What You Give,New Radicals,Rock,1998,23,Kelly Clarkson,no,,,no,QuOZ6ZE8N1w,https://www.youtube.com/watch?v=QuOZ6ZE8N1w,KC Videos archive,Kellyoke | You Get What You Give (New Radicals),44000,105
2021-01-18,2,255,75,Up to the Mountain,Patty Griffin,Folk,2006,15,Kelly Clarkson,no,,,no,YHRs4NPW4ek,https://www.youtube.com/watch?v=YHRs4NPW4ek,KC Videos archive,Kellyoke | Up to the Mountain (Patty Griffin),73000,150
2021-01-19,2,256,76,Give Me One Reason,Tracy Chapman,Rock,1995,26,Kelly Clarkson,no,,,no,78E8jN1BFn0,https://www.youtube.com/watch?v=78E8jN1BFn0,KC Videos archive,Kellyoke | Give Me One Reason (Tracy Chapman),44000,114
2021-01-21,2,257,77,Can't Get You Out of My Head,Kylie Minogue,Pop,2001,20,Kelly Clarkson,no,,,no,_TaeHquwQUw,https://www.youtube.com/watch?v=_TaeHquwQUw,KC Videos archive,Kellyoke | Can't Get You Out of My Head (Kylie Minogue),15000,88
2021-01-22,2,258,78,Girls Just Want To Have Fun,Cyndi Lauper,Rock,1983,38,Kelly Clarkson,no,,,no,9TjUNz-bM9U,https://www.youtube.com/watch?v=9TjUNz-bM9U,KC Videos archive,Kellyoke | Girls Just Want To Have Fun (Cyndi Lauper),324000,103
2021-01-25,2,259,79,It's a Little Too Late,Tanya Tucker,Country,1993,28,Kelly Clarkson,no,,,no,JyDptEVCebM,https://www.youtube.com/watch?v=JyDptEVCebM,KC Videos archive,Kellyoke | It's A Little Too Late (Tanya Tucker),12000,105
2021-01-26,2,260,80,Only You,Yazoo,Pop,1982,39,Kelly Clarkson,no,,,no,hvf8ES1-WXk,https://www.youtube.com/watch?v=hvf8ES1-WXk,KC Videos archive,Kellyoke | Only You (Yazoo),110000,105
2021-01-27,2,261,81,Hard Place,H.E.R,R&B / Soul,2019,2,Kelly Clarkson,no,,,no,c_5Ifn0HEsA,https://www.youtube.com/watch?v=c_5Ifn0HEsA,KC Videos archive,Kellyoke | Hard Place (H.E.R.),37000,103
2021-01-28,2,262,82,Unchained Melody,The Righteous Brothers,Pop,1955,66,Kelly Clarkson,no,,,no,oJ85t-wtneY,https://www.youtube.com/watch?v=oJ85t-wtneY,KC Videos archive,Kellyoke | Unchained Melody (The Righteous Brothers),1000000,108
2021-01-29,2,263,83,I Wish it Would Rain Down,Phil Collins,Pop,1990,31,Kelly Clarkson,no,,,no,vbLSeeqO6P4,https://www.youtube.com/watch?v=vbLSeeqO6P4,KC Videos archive,Kellyoke | I Wish It Would Rain Down (Phil Collins),27000,108
2021-02-01,2,264,84,Runaway Train,Soul Asylum,Rock,1993,28,Kelly Clarkson,no,,,no,UP8unfW3k4M,https://www.youtube.com/watch?v=UP8unfW3k4M,KC Videos archive,Kellyoke | Runaway Train (Soul Asylum),12000,98
2021-02-02,2,265,85,Ain't No Sunshine,Bill Withers,R&B / Soul,1971,50,Kelly Clarkson,no,,,no,rs_YbEgrAVw,https://www.youtube.com/watch?v=rs_YbEgrAVw,KC Videos archive,Kellyoke | Ain't No Sunshine (Bill Withers),171000,107
2021-02-03,2,266,86,Best I Ever Had,Vertical Horizon,Rock,2001,20,Kelly Clarkson,no,,,no,HQm8ZlgZYUY,https://www.youtube.com/watch?v=HQm8ZlgZYUY,KC Videos archive,Kellyoke | Best I Ever Had (Vertical Horizon),13000,106
2021-02-04,2,267,87,Barracuda,Heart,Rock,1977,44,Kelly Clarkson,no,,,no,9Prb8JpELZ0,https://www.youtube.com/watch?v=9Prb8JpELZ0,KC Videos archive,Kellyoke | Barracuda (Heart),54000,99
2021-02-05,2,268,88,All to Myself,Dan + Shay,Country,2019,2,Kelly Clarkson,no,,,no,GoprExu77_I,https://www.youtube.com/watch?v=GoprExu77_I,KC Videos archive,Kellyoke | All to Myself (Dan + Shay),15000,100
2021-02-08,2,269,89,Misery,Gwen Stefani,Pop,2016,5,Kelly Clarkson,no,,,no,ckKxeF5E_8c,https://www.youtube.com/watch?v=ckKxeF5E_8c,KC Videos archive,Kellyoke | Misery (Gwen Stefani),17000,104
2021-02-09,2,270,90,Lovefool,The Cardigans,Pop,1996,25,Kelly Clarkson,no,,,no,qg4HmYxg3q8,https://www.youtube.com/watch?v=qg4HmYxg3q8,KC Videos archive,Kellyoke | Lovefool (The Cardigans),19000,97
2021-02-10,2,271,91,Blue Eyes Crying in the Rain,Willie Nelson,Country,1947,74,Kelly Clarkson,no,,,no,VWgrb6pjXaM,https://www.youtube.com/watch?v=VWgrb6pjXaM,KC Videos archive,Kellyoke | Blue Eyes Crying in the Rain (Willie Nelson),25000,110
2021-02-11,2,272,92,If the World Was Ending,JP Saxe and Julia Michaels,Pop,2019,2,Kelly Clarkson,no,,,no,mZZ27_wOiAY,https://www.youtube.com/watch?v=mZZ27_wOiAY,KC Videos archive,Kellyoke | If the World Was Ending (JP Saxe ft Julia Michaels),67000,118
2021-02-12,2,273,93,Just a Fool,Christina Aguilera and Blake Shelton,Country,2012,9,Kelly Clarkson,no,,,no,J3U9ae_a38c,https://www.youtube.com/watch?v=J3U9ae_a38c,KC Videos archive,Kellyoke | Just A Fool (Christina Aguilera ft Blake Shelton),511000,118
2021-02-15,2,274,94,Just a Girl,No Doubt,Reggae,1995,26,Kelly Clarkson,no,,,no,m6BVzf6YKAM,https://www.youtube.com/watch?v=m6BVzf6YKAM,KC Videos archive,Kellyoke | Just A Girl (No Doubt),78000,92
2021-02-16,2,275,95,You Mean the World to Me,Toni Braxton,R&B / Soul,1994,27,Kelly Clarkson,no,,,no,Nm_phZwaxJg,https://www.youtube.com/watch?v=Nm_phZwaxJg,KC Videos archive,Kellyoke | You Mean the World To Me (Toni Braxton),55000,111
2021-02-17,2,276,96,Times Like These,Foo Fighters,Rock,2003,18,Kelly Clarkson,no,,,no,XGD-sdcGnEg,https://www.youtube.com/watch?v=XGD-sdcGnEg,KC Videos archive,Kellyoke | Times Like These (Foo Fighters),28000,106
2021-02-18,2,277,97,Price Tag,Jessie J and B.o.B,R&B / Soul,2011,10,Kelly Clarkson,no,,,no,IYe0drKAXXs,https://www.youtube.com/watch?v=IYe0drKAXXs,KC Videos archive,Kellyoke | Price Tag (Jessie J),26000,98
2021-02-19,2,278,98,Poker Face,Lady Gaga,Pop,2008,13,Kelly Clarkson,no,,,no,jM_o3Ngo1Fo,https://www.youtube.com/watch?v=jM_o3Ngo1Fo,KC Videos archive,Kellyoke | Poker Face (Lady Gaga),239000,98
2021-02-22,2,279,99,Bring It On Home To Me,Sam Cooke,R&B / Soul,1962,59,Kelly Clarkson,no,,,no,2J-uOtoIGTg,https://www.youtube.com/watch?v=2J-uOtoIGTg,KC Videos archive,Kellyoke | Bring It On Home To Me ( Sam Cooke),200000,95
2021-02-23,2,280,100,Always,Erasure,Electronic,1994,27,Kelly Clarkson,no,,,no,0J20ifZCAO4,https://www.youtube.com/watch?v=0J20ifZCAO4,KC Videos archive,Kellyoke | Always (Erasure),59000,97
2021-02-24,2,281,101,Father of Mine,Everclear,Rock,1998,23,Kelly Clarkson,no,,,no,u9sSBD94o80,https://www.youtube.com/watch?v=u9sSBD94o80,KC Videos archive,Kellyoke | Father of Mine (Everclear),21000,95
2021-02-25,2,282,102,Get Together,The Youngbloods,Rock,1967,54,Kelly Clarkson,no,,,no,hhO92LO7thg,https://www.youtube.com/watch?v=hhO92LO7thg,KC Videos archive,Kellyoke | Get Together (The Youngbloods),14000,139
2021-02-26,2,283,103,Beautiful Day,U2,Rock,2000,21,Kelly Clarkson,no,,,no,FAJRzUdpiG4,https://www.youtube.com/watch?v=FAJRzUdpiG4,KC Videos archive,Kellyoke | Beautiful Day (U2),30000,104
2021-03-01,2,284,104,Imagine,Ariana Grande,R&B / Soul,2018,3,Kelly Clarkson,no,,,no,rdSoiw014VY,https://www.youtube.com/watch?v=rdSoiw014VY,KC Videos archive,Kellyoke | Imagine (Ariana Grande),100000,105
2021-03-02,2,285,105,Can't Take My Eyes Off of You,Lauryn Hill,R&B / Soul,1967,54,Kelly Clarkson,no,,,no,3aPMEJt2t-4,https://www.youtube.com/watch?v=3aPMEJt2t-4,KC Videos archive,Kellyoke | Can't Take My Eyes Off You (Lauryn Hill),52000,99
2021-03-03,2,286,106,Use Somebody,Kings of Leon,Rock,2008,13,Kelly Clarkson,no,,,no,td4tkEHlT9I,https://www.youtube.com/watch?v=td4tkEHlT9I,KC Videos archive,Kellyoke | Use Somebody (Kings of Leon),294000,103
2021-03-04,2,287,107,Lonely,Justin Bieber and Benny Blanco,Pop,2020,1,Kelly Clarkson,no,,,no,pF_5Y1wSXuU,https://www.youtube.com/watch?v=pF_5Y1wSXuU,KC Videos archive,Kellyoke | Lonely (Justin Beiber & Benny Blanco),82000,113
2021-03-05,2,288,108,These Arms of Mine,Otis Redding,R&B / Soul,1962,59,Kelly Clarkson,no,,,no,AaB0lasqVfg,https://www.youtube.com/watch?v=AaB0lasqVfg,KC Videos archive,Kellyoke | These Arms of Mine (Otis Redding),187000,114
2021-03-15,2,289,109,Keep Walkin' On,Faith Hill featuring Shelby Lynne,Country,,,Kelly Clarkson,no,,,no,ngCjTIqczeE,https://www.youtube.com/watch?v=ngCjTIqczeE,KC Videos archive,Kellyoke | Keep Walkin' On (Faith Hill ft. Shelby Lynne),14000,109
2021-03-16,2,290,110,Wicked Game,Chris Isaak,Rock,1989,32,Kelly Clarkson,no,,,no,NYMtMNd07Z4,https://www.youtube.com/watch?v=NYMtMNd07Z4,KC Videos archive,Kellyoke | Wicked Game (Chris Isaak),33000,109
2021-03-17,2,291,111,Green Eyes,Coldplay,Rock,,,Kelly Clarkson,no,,,no,ne9PuqyQSXk,https://www.youtube.com/watch?v=ne9PuqyQSXk,KC Videos archive,Kellyoke | Green Eyes (Coldplay),67000,116
2021-03-18,2,292,112,Walkaway Joe,Trisha Yearwood and Don Henley,Country,1992,29,Kelly Clarkson,no,,,no,W3BYP0Vni2M,https://www.youtube.com/watch?v=W3BYP0Vni2M,KC Videos archive,Kellyoke | Walkaway Joe (Trisha Yearwood),55000,112
2021-03-22,2,293,113,Water Under the Bridge,Adele,Pop,2016,5,Kelly Clarkson,no,,,no,WpF1cuuqyJw,https://www.youtube.com/watch?v=WpF1cuuqyJw,KC Videos archive,Kellyoke | Water Under the Bridge (Adele),119000,105
2021-03-23,2,294,114,Weak,SWV,R&B / Soul,1993,28,Kelly Clarkson,no,,,no,6-cWB0qeyuM,https://www.youtube.com/watch?v=6-cWB0qeyuM,KC Videos archive,Kellyoke | Weak (SWV),98000,108
2021-03-24,2,295,115,Should I Stay or Should I Go?,The Clash,Punk,1982,39,Kelly Clarkson,no,,,no,gkZpMdKDKl8,https://www.youtube.com/watch?v=gkZpMdKDKl8,KC Videos archive,Kellyoke | Should I Stay or Should I Go (Clash),20000,104
2021-03-25,2,296,116,Who's Lovin' You,The Jackson 5,R&B / Soul,1960,61,Kelly Clarkson,no,,,no,_sZHescbK_E,https://www.youtube.com/watch?v=_sZHescbK_E,KC Videos archive,Kellyoke | Who's Lovin' You (The Jackson 5),135000,111
2021-03-26,2,297,117,Mad World,Tears for Fears,Pop,1982,39,Kelly Clarkson,no,,,no,ikz-UWHFrZc,https://www.youtube.com/watch?v=ikz-UWHFrZc,KC Videos archive,Kellyoke | Mad World (Tears For Fears),23000,106
2021-03-29,2,298,118,Diggin' On You,TLC,Pop,1995,26,Kelly Clarkson,no,,,no,l6x6K3iOmn4,https://www.youtube.com/watch?v=l6x6K3iOmn4,KC Videos archive,Kellyoke | Diggin' On You (TLC),19000,112
2021-03-30,2,299,119,Got My Mind Set On You,George Harrison,Rock,1962,59,Kelly Clarkson,no,,,no,5ARtaGsoyrw,https://www.youtube.com/watch?v=5ARtaGsoyrw,KC Videos archive,Kellyoke | Got My Mind Set On You (George Harrison),67000,91
2021-03-31,2,300,120,I Would Have Loved You,,Country,,,Kelly Clarkson,no,,,no,dkvVFOUhwvc,https://www.youtube.com/watch?v=dkvVFOUhwvc,KC Videos archive,Kellyoke | I Would've Loved You (Jake Hoot & Kelly Clarkson),23000,165
2021-04-01,2,301,121,If I Were Your Woman,Gladys Knight and the Pips,R&B / Soul,1970,51,Kelly Clarkson,no,,,no,QdQj2DgkdhA,https://www.youtube.com/watch?v=QdQj2DgkdhA,KC Videos archive,Kellyoke | If I Were Your Woman (Gladys Knight & The Pips),39000,106
2021-04-05,2,302,122,3AM,Matchbox Twenty,Rock,1997,24,Kelly Clarkson,no,,,no,lg9Ijv4OIt0,https://www.youtube.com/watch?v=lg9Ijv4OIt0,KC Videos archive,Kellyoke | 3AM (Matchbox Twenty),20000,86
2021-04-06,2,303,123,A Broken Wing,Martina McBride,Country,1997,24,Kelly Clarkson,no,,,no,JHLAehzFzsM,https://www.youtube.com/watch?v=JHLAehzFzsM,KC Videos archive,Kellyoke | A Broken Wing (Martina McBride),174000,117
2021-04-07,2,304,124,She's Got You,Patsy Cline,Country,1962,59,Kelly Clarkson,no,,,no,oS-PJLiEvGQ,https://www.youtube.com/watch?v=oS-PJLiEvGQ,KC Videos archive,Kellyoke | She's Got You (Patsy Cline),72000,100
2021-04-08,2,305,125,Blue,LeAnn Rimes,Country,1958,63,Kelly Clarkson,no,,,no,9L2BnphsHxw,https://www.youtube.com/watch?v=9L2BnphsHxw,KC Videos archive,Kellyoke | Blue (LeAnn Rimes),66000,101
2021-04-12,2,306,126,White Flag,Dido,Pop,2003,18,Kelly Clarkson,no,,,no,e-yTOt56KEM,https://www.youtube.com/watch?v=e-yTOt56KEM,KC Videos archive,Kellyoke | White Flag (Dido),110000,127
2021-04-13,2,307,127,Gaslighter,The Chicks,Country,2020,1,Kelly Clarkson,no,,,no,lfBtFVGZZto,https://www.youtube.com/watch?v=lfBtFVGZZto,KC Videos archive,Kellyoke | Gaslighter (The Chicks),40000,101
2021-04-14,2,308,128,Nothing Compares 2 U,Sinéad O'Connor,R&B / Soul,2018,3,Kelly Clarkson,no,,,no,b_oUEhtvz28,https://www.youtube.com/watch?v=b_oUEhtvz28,KC Videos archive,Kellyoke | Nothing Compares 2 U (Sinéad O'Connor),101000,103
2021-04-15,2,309,129,What a Girl Wants,Christina Aguilera,Pop,,,Kelly Clarkson,no,,,no,SgxRklizQGs,https://www.youtube.com/watch?v=SgxRklizQGs,KC Videos archive,Kellyoke | What A Girl Wants (Christina Aguilera),67000,101
2021-04-19,2,310,130,You Look So Good in Love,George Strait,Country,1983,38,Kelly Clarkson,no,,,no,bPrUVcqWmYU,https://www.youtube.com/watch?v=bPrUVcqWmYU,KC Videos archive,Kellyoke | You Look So Good In Love (George Strait),34000,108
2021-04-20,2,311,131,My Way,Frank Sinatra,Pop,1969,52,Kelly Clarkson,no,,,no,nYXL0QvO7MM,https://www.youtube.com/watch?v=nYXL0QvO7MM,KC Videos archive,Kellyoke | My Way (Frank Sinatra),119000,101
2021-04-21,2,312,132,Rich,Maren Morris,Country,2018,3,Kelly Clarkson,no,,,no,5uA_mNM0tdA,https://www.youtube.com/watch?v=5uA_mNM0tdA,KC Videos archive,Kellyoke | Rich (Maren Morris),13000,105
2021-04-22,2,313,133,Burning Love,Elvis Presley,R&B / Soul,1972,49,Kelly Clarkson,no,,,no,O3lxVSJvGRs,https://www.youtube.com/watch?v=O3lxVSJvGRs,KC Videos archive,Kellyoke | Burning Love (Elvis Presley),67000,100
2021-04-26,2,314,134,Lately,Stevie Wonder,R&B / Soul,1981,40,Kelly Clarkson,no,,,no,trhYehFrDeU,https://www.youtube.com/watch?v=trhYehFrDeU,KC Videos archive,Kellyoke | Lately (Stevie Wonder),44000,112
2021-04-27,2,315,135,Send My Love (To Your New Lover),Adele,Pop,2016,5,Kelly Clarkson,no,,,no,5Vf141z-FuQ,https://www.youtube.com/watch?v=5Vf141z-FuQ,KC Videos archive,Kellyoke | Send My Love (Adele),128000,89
2021-04-28,2,316,136,What Part of No,Lorrie Morgan,Country,1992,29,Kelly Clarkson,no,,,no,T6_MKZ3VCuo,https://www.youtube.com/watch?v=T6_MKZ3VCuo,KC Videos archive,Kellyoke | What Part of No (Lorrie Morgan),16000,98
2021-04-29,2,317,137,You Broke Me First,Tate McRae,Pop,2020,1,Kelly Clarkson,no,,,no,Pzmcy_4zA08,https://www.youtube.com/watch?v=Pzmcy_4zA08,KC Videos archive,Kellyoke | You Broke Me First (Tate McRae),995000,93
2021-04-30,2,318,138,Yellow,Coldplay,Rock,2000,21,Kelly Clarkson,no,,,no,ya_BznL1CLI,https://www.youtube.com/watch?v=ya_BznL1CLI,KC Videos archive,Kellyoke | Yellow (Coldplay),208000,121
2021-05-03,2,319,139,When Will I Be Loved,Linda Ronstadt,Rock,1960,61,Kelly Clarkson,no,,,no,hf4at3wlrbg,https://www.youtube.com/watch?v=hf4at3wlrbg,KC Videos archive,Kellyoke | When Will I Be Loved (Linda Ronstadt),53000,93
2021-05-04,2,320,140,You've Really Got a Hold on Me,The Miracles,R&B / Soul,1962,59,Kelly Clarkson,no,,,no,brEnmqQ323M,https://www.youtube.com/watch?v=brEnmqQ323M,KC Videos archive,Kellyoke | You've Really Got A Hold On Me (Smokey Robinson & The Miracles),28000,101
2021-05-05,2,321,141,Liar,Davina Michelle,,,,Kelly Clarkson,no,,,no,ypFpcHbkVVs,https://www.youtube.com/watch?v=ypFpcHbkVVs,KC Videos archive,Kellyoke | Liar (Davina Michelle),115000,114
